,prompt,queries,responses,expected_responses
535,I would really appreciate if you could answer this question,I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,Negative.,negative
536,I would really appreciate if you could answer this question, Thanks for sharing that,Neutral,positive
537,I would really appreciate if you could answer this question,  hope he is ok!,Neutral,positive
538,I would really appreciate if you could answer this question,"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",Neutral,neutral
539,I would really appreciate if you could answer this question,"My sunburn is peeling,",Neutral,negative
540,I would really appreciate if you could answer this question," lol i know but it was just so funny, ahaha",Positive,positive
541,I would really appreciate if you could answer this question," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",Positive,positive
542,I would really appreciate if you could answer this question, awww hes too cute!!wish i could`ve gone,Positive,positive
543,I would really appreciate if you could answer this question, but it all went too quick and there wasn`t a chance lol,Negative,negative
544,I would really appreciate if you could answer this question,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,Negative,positive
545,I would really appreciate if you could answer this question, Invite them to your house instead,Positive,neutral
546,I would really appreciate if you could answer this question,bad hair day,Negative,negative
547,I would really appreciate if you could answer this question, I make that same face when I get home and your mom is watching soaps.,Neutral,neutral
548,I would really appreciate if you could answer this question,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",Neutral,negative
549,I would really appreciate if you could answer this question,Goodmorning,Positive,positive
550,I would really appreciate if you could answer this question,Daniel has won DSDS. His voice is great.,Positive,positive
551,I would really appreciate if you could answer this question,my son got stung by a bug for the first time  his little finger is slightly swollen.,Neutral,negative
552,I would really appreciate if you could answer this question,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,Neutral,neutral
553,I would really appreciate if you could answer this question, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,Neutral,positive
554,I would really appreciate if you could answer this question,is home alone.. Doing hw,Neutral,neutral
555,I would really appreciate if you could answer this question,Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,Negative,neutral
556,I would really appreciate if you could answer this question,graduation is done  im a little sad.. anyone want to hang out???,Neutral,negative
557,I would really appreciate if you could answer this question,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",negative,positive
558,I would really appreciate if you could answer this question,first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!,Neutral,positive
559,I would really appreciate if you could answer this question,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,Negative,negative
560,I would really appreciate if you could answer this question,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,Positive,positive
561,I would really appreciate if you could answer this question,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,Positive,neutral
562,I would really appreciate if you could answer this question, qood morninq,Positive,neutral
563,I would really appreciate if you could answer this question, I want to know when the auditions are Mander! Text or...reply please!,Neutral,neutral
564,I would really appreciate if you could answer this question, Oh no!! I hope it`s not bad,Neutral,positive
565,I would really appreciate if you could answer this question, aww I miss driving down elmwood,Neutral,negative
566,I would really appreciate if you could answer this question,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,Negative,neutral
567,I would really appreciate if you could answer this question,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",Positive,positive
568,I would really appreciate if you could answer this question,"i`ve been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",Negative,negative
569,I would really appreciate if you could answer this question,its too early  i wanna go back to sleeep,Negative,neutral
570,I would really appreciate if you could answer this question,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",Positive,positive
571,I would really appreciate if you could answer this question, pancakes!! with lemon and sugar thanks!,Positive,positive
572,I would really appreciate if you could answer this question, huh what the ****? Smelly? Noooo. I love alex Vixon,Positive,neutral
573,I would really appreciate if you could answer this question, I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,Neutral,positive
574,I would really appreciate if you could answer this question,Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,Negative,negative
575,I would really appreciate if you could answer this question,out for supper tonight with kurumi in 10 minutes,Positive,neutral
576,I would really appreciate if you could answer this question,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",Neutral,positive
577,I would really appreciate if you could answer this question," That`s just weird... :\  Oh, and what was it you were drawing for me?",Neutral,negative
578,I would really appreciate if you could answer this question,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,Negative,negative
579,I would really appreciate if you could answer this question, Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,Negative,negative
580,I would really appreciate if you could answer this question,Think I`ll go enjoy the sun`s rays again...I LOVE being off work,Positive,positive
581,I would really appreciate if you could answer this question,Happy Star Wars day everyone! and Enjoy the holiday (UK),Positive,positive
582,I would really appreciate if you could answer this question,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",Positive,neutral
583,I would really appreciate if you could answer this question,"bathing with two little angels, Keyla and Janice.",Positive,neutral
584,I would really appreciate if you could answer this question, K will check it out...,Neutral,neutral
585,I would really appreciate if you could answer this question, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,Negative,negative
586,I would really appreciate if you could answer this question,1st presentation for senior boards? FML,Neutral,negative
587,I would really appreciate if you could answer this question,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",Neutral,negative
588,I would really appreciate if you could answer this question,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,Neutral,positive
589,I would really appreciate if you could answer this question, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,Negative,positive
590,I would really appreciate if you could answer this question, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,Positive,positive
591,I would really appreciate if you could answer this question,"  And to you too, how are you today?",Neutral,neutral
592,I would really appreciate if you could answer this question,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,Neutral,neutral
593,I would really appreciate if you could answer this question,yellow for   ? http://blip.fm/~5z05g,Positive,neutral
594,I would really appreciate if you could answer this question, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,Neutral,neutral
595,I would really appreciate if you could answer this question, you should say mlia instead of fml  i hope you find it soon,Neutral,positive
596,I would really appreciate if you could answer this question,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,Neutral,positive
597,I would really appreciate if you could answer this question,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",Negative,negative
598,I would really appreciate if you could answer this question, I think that may look a little silly -.- Also my camera is broken so no photo,Neutral,negative
599,I would really appreciate if you could answer this question,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,Neutral,neutral
600,I would really appreciate if you could answer this question, THANK YYYYYYYYYOOOOOOOOOOUUUUU!,Positive,positive
601,I would really appreciate if you could answer this question," I love mine, too . happy motherÃ¯Â¿Â½s day to your mom , John Taylor  . much love to you, too .",Positive,positive
602,I would really appreciate if you could answer this question, thank you cici  right back at ya!,Positive,positive
603,I would really appreciate if you could answer this question," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",Neutral,positive
604,I would really appreciate if you could answer this question,Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3,Negative,negative
605,I would really appreciate if you could answer this question,Watching southpark for another 20 minutes,Positive,neutral
606,I would really appreciate if you could answer this question,_kap But I think it`s cute.  Do this every night okay?,Positive,positive
607,I would really appreciate if you could answer this question," yep infact she is popular, miss india 99, talented film actress .... and lot more",Positive,positive
608,I would really appreciate if you could answer this question, Well thatÃ¯Â¿Â½s disappointing to hear.,Negative,negative
609,I would really appreciate if you could answer this question,The sun is not cool,Negative,negative
610,I would really appreciate if you could answer this question," either way, you always tend to make my #followfriday list, sweetie - you do rock that much",Positive,positive
611,I would really appreciate if you could answer this question, Welcome,Neutral,positive
612,I would really appreciate if you could answer this question,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,Negative,neutral
613,I would really appreciate if you could answer this question,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,Negative,neutral
614,I would really appreciate if you could answer this question,Humous and Dorito`s.... Oh yes,Positive,neutral
615,I would really appreciate if you could answer this question, Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,Negative,neutral
616,I would really appreciate if you could answer this question, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,Neutral,neutral
617,I would really appreciate if you could answer this question, I didn`t want to tell you but I think it`s your body odour,Negative,negative
618,I would really appreciate if you could answer this question, Night!,Neutral,neutral
619,I would really appreciate if you could answer this question,Few Bevvies 2day in twn..great on a day off!!,Positive,positive
620,I would really appreciate if you could answer this question, Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,Negative,neutral
621,I would really appreciate if you could answer this question, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,Positive,positive
622,I would really appreciate if you could answer this question,"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",Positive,neutral
623,I would really appreciate if you could answer this question,Just got back from working out. I`m feeling pretty good. work at 4:30,Positive,positive
624,I would really appreciate if you could answer this question, a celtics-lakers rematch sounds better don`t you think? lol,Positive,positive
625,I would really appreciate if you could answer this question,why doesnt he want me anymore,Negative,negative
626,I would really appreciate if you could answer this question, its the best show EVER!,Positive,positive
627,I would really appreciate if you could answer this question,@ gadgetopia need to DM you but you`re not following me.   Will send email.,Neutral,neutral
628,I would really appreciate if you could answer this question,"Has work very, very soon. Way too soon!",Negative,neutral
629,I would really appreciate if you could answer this question," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",Negative,negative
630,I would really appreciate if you could answer this question, we won`t be home till like next month,Neutral,neutral
631,I would really appreciate if you could answer this question," And most of us are going to be stuck in an office, some without windows",Negative,negative
632,I would really appreciate if you could answer this question,Enjoying Mother`s Day,Positive,positive
633,I would really appreciate if you could answer this question,"at dads, watching some mtv and am going on sims2 in a minutee",Positive,neutral
634,I would really appreciate if you could answer this question,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,Negative,neutral
635,I would really appreciate if you could answer this question, Thanks! Welcome back!,Neutral,positive
636,I would really appreciate if you could answer this question, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,Neutral,positive
637,I would really appreciate if you could answer this question," lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",Neutral,neutral
638,I would really appreciate if you could answer this question, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,Negative,negative
639,I would really appreciate if you could answer this question,deadlines!,Neutral,neutral
640,I would really appreciate if you could answer this question," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",Neutral,negative
641,I would really appreciate if you could answer this question,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,Positive,positive
642,I would really appreciate if you could answer this question, Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,Positive,positive
643,I would really appreciate if you could answer this question,Tried on all the shoes in new look,Neutral,neutral
644,I would really appreciate if you could answer this question, why are you sad?,Neutral,negative
645,I would really appreciate if you could answer this question,playing singstar without my fave duetter,Negative,negative
646,I would really appreciate if you could answer this question, oh wow...hope he`s ok  u take him 2 the vet?,Neutral,neutral
647,I would really appreciate if you could answer this question," Hey, I didn`t get any !!!",Negative,neutral
648,I would really appreciate if you could answer this question,"His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",Positive,neutral
649,I would really appreciate if you could answer this question, so no rice or crusty bread with the chili .... aawww,Negative,neutral
650,I would really appreciate if you could answer this question," aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",Neutral,positive
651,I would really appreciate if you could answer this question," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",Neutral,neutral
652,I would really appreciate if you could answer this question,uploading all my bamboozle pictures of facebook,Neutral,neutral
653,I would really appreciate if you could answer this question,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,Neutral,negative
654,I would really appreciate if you could answer this question,i`ve just woken up,Positive,neutral
655,I would really appreciate if you could answer this question,BRAINFREEZE,Negative,neutral
656,I would really appreciate if you could answer this question,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,Negative,negative
657,I would really appreciate if you could answer this question," He died.  Wait, what about Magic Jack? I just read it.",Neutral,neutral
658,I would really appreciate if you could answer this question, haha thanks  its for history and its on how the invention of television has influence america lol,Positive,positive
659,I would really appreciate if you could answer this question, no one I know likes boiled peanuts t.,Negative,neutral
660,I would really appreciate if you could answer this question, sounds like you all had a great night . i`m glad it was successful,Positive,positive
661,I would really appreciate if you could answer this question,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,negative,neutral
662,I would really appreciate if you could answer this question,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,Neutral,neutral
663,I would really appreciate if you could answer this question, which means you`re just going to have to come back to vancouver and have it our way! hahah,Positive,neutral
664,I would really appreciate if you could answer this question,  This has made my night!!  Way too funny!!,Positive,positive
665,I would really appreciate if you could answer this question, Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,Positive,positive
666,I would really appreciate if you could answer this question, I`d rather do the early run..but I am a morning runner,Positive,neutral
667,I would really appreciate if you could answer this question,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,Neutral,positive
668,I would really appreciate if you could answer this question, Sorry to hear ur flight got cancelled  that blows!!!,Neutral,negative
669,I would really appreciate if you could answer this question,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,Neutral,negative
670,I would really appreciate if you could answer this question,Grabbing coffee from  then making mom breakfast,Positive,neutral
671,I would really appreciate if you could answer this question,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,Neutral,negative
672,I would really appreciate if you could answer this question, it was only once for my big brother...and I`m done now,Negative,neutral
673,I would really appreciate if you could answer this question,Hes just not that into you,Negative,neutral
674,I would really appreciate if you could answer this question, it means that you are now FAMOUS. Congrats!,Positive,positive
675,I would really appreciate if you could answer this question, nite nite bday girl  have fun at concert,Positive,positive
676,I would really appreciate if you could answer this question,"_Libertine um, glad you enjoyed it...",Positive,positive
677,I would really appreciate if you could answer this question,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",Negative,negative
678,I would really appreciate if you could answer this question,  #stackeoverflow  http://bit.ly/13Nfk1,Neutral,neutral
679,I would really appreciate if you could answer this question, I loved him and he was in a mini,Positive,positive
680,I would really appreciate if you could answer this question, That is super sad   How is Bart etc holding up?,Neutral,negative
681,I would really appreciate if you could answer this question,come and save me from my packing please?!,Positive,neutral
682,I would really appreciate if you could answer this question, Yes i work 6 to 3...,Neutral,neutral
683,I would really appreciate if you could answer this question, That`s very funny.  Cute kids.,Positive,positive
684,I would really appreciate if you could answer this question, whens the sway sway winner announced?,Neutral,neutral
685,I would really appreciate if you could answer this question, =O you need to ask him something? Lmao I love him too,Positive,positive
686,I would really appreciate if you could answer this question,Dosen`t Want To Go To Work Tomorrow,Negative,negative
687,I would really appreciate if you could answer this question,okie gonna tweet more because i am loosing you guys or girls,Neutral,negative
688,I would really appreciate if you could answer this question,GOODNIGHT MAGIC AND PRETTY WORLD,Positive,positive
689,I would really appreciate if you could answer this question," Thanks, none close to me.",Negative,positive
690,I would really appreciate if you could answer this question,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",Neutral,neutral
691,I would really appreciate if you could answer this question,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,Negative,negative
692,I would really appreciate if you could answer this question," You did know, you just couldn`t remember!!",Neutral,negative
693,I would really appreciate if you could answer this question,Night of the cookers with my dad,Positive,neutral
694,I would really appreciate if you could answer this question,ops   that lol wasnt supposed to got to twitter,Negative,neutral
695,I would really appreciate if you could answer this question,Loves the fact that there`s only 5 days of school left,Positive,positive
696,I would really appreciate if you could answer this question,"_ Oh god, yeah! I forgot about that",Neutral,negative
697,I would really appreciate if you could answer this question, congradts on ur show  Even tho i wasnt there lol,Positive,positive
698,I would really appreciate if you could answer this question, what`s goin on hun?  I`m worried about you,Neutral,negative
699,I would really appreciate if you could answer this question,Nyappy mother`s day to your mom`s.,Positive,positive
700,I would really appreciate if you could answer this question,Is getting the hang of Twitter.,Positive,neutral
701,I would really appreciate if you could answer this question,"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",Negative,negative
702,I would really appreciate if you could answer this question, nup no cd either.. just a whole bunch of zeros and ones you can have for free,Neutral,neutral
703,I would really appreciate if you could answer this question," well doesn`t that look fab, even if I do say so myself!",Positive,negative
704,I would really appreciate if you could answer this question," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",Neutral,neutral
705,I would really appreciate if you could answer this question,Hates headaches! Maybe I`m not ready to rock,Negative,negative
706,I would really appreciate if you could answer this question,workin a long day today... hopefully i can make some good tips,Positive,positive
707,I would really appreciate if you could answer this question, congratulations ! you guys finish a month early than we do. booo,Neutral,positive
708,I would really appreciate if you could answer this question, what`s the matter chickadee?,Neutral,neutral
709,I would really appreciate if you could answer this question,Thinks its gonna rain,Positive,neutral
710,I would really appreciate if you could answer this question, no sir...i woulda put honey...but i don`t have any,Negative,neutral
711,I would really appreciate if you could answer this question,_ERON Effy breaks my heart.,Negative,negative
712,I would really appreciate if you could answer this question,i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,Neutral,negative
713,I would really appreciate if you could answer this question, lol dammit  well then next time then,Neutral,negative
714,I would really appreciate if you could answer this question, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,Positive,positive
715,I would really appreciate if you could answer this question,_michele thanks for that...am now following them...love good causes,Positive,positive
716,I would really appreciate if you could answer this question, a mouth for sure,Neutral,positive
717,I would really appreciate if you could answer this question, what happened? I thought you were coming back today....,Neutral,neutral
718,I would really appreciate if you could answer this question,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,Negative,negative
719,I would really appreciate if you could answer this question, FIL 461 with cool people like me,Positive.,positive
720,I would really appreciate if you could answer this question,Woke up and there was sun! And then it started to rain,Neutral,neutral
721,I would really appreciate if you could answer this question,Thanks to all my new followers!,Positive,positive
722,I would really appreciate if you could answer this question,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",Negative,negative
723,I would really appreciate if you could answer this question,"HA. Totally posting an update at 2am.Its lightning outside, pretty.",Neutral,positive
724,I would really appreciate if you could answer this question, (blinks fast) its better now ... Lol thanks :-*,Positive,positive
725,I would really appreciate if you could answer this question,going to bed its late and I have headache,Negative,negative
726,I would really appreciate if you could answer this question,"Yes, I love tea. If that makes me typically English then so be it",Positive,positive
727,I would really appreciate if you could answer this question,"booziest weekend in a long time, good fun though!",Positive,positive
728,I would really appreciate if you could answer this question, http://twitpic.com/4wb52 - Such a pretty baby!,Positive,positive
729,I would really appreciate if you could answer this question,this is sooo crazy i have fever..,Negative,negative
730,I would really appreciate if you could answer this question, yessir that is 100% right,Positive,positive
731,I would really appreciate if you could answer this question, Im not bannished... but I am at work till 6,Neutral,negative
732,I would really appreciate if you could answer this question,"Yrbook signing w/ evryone was fun, I`m gna miss evrything",Positive,neutral
733,I would really appreciate if you could answer this question, Always have wanted to go to Oz,Positive,neutral
734,I would really appreciate if you could answer this question,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",Negative,neutral
735,I would really appreciate if you could answer this question,writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,Positive,neutral
736,I would really appreciate if you could answer this question, Yes! Join us! All we require is a cupcake donation...,Positive,neutral
737,I would really appreciate if you could answer this question,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,Positive,positive
738,I would really appreciate if you could answer this question,"i`m watching missing pieces, just coz the theme song is lost without you",Neutral,negative
739,I would really appreciate if you could answer this question,Walking to class. I hate not having a bike....especially mine.,Negative,negative
740,I would really appreciate if you could answer this question, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,Neutral,neutral
741,I would really appreciate if you could answer this question, was that sass I detect?  As long as it isn`t back sass! Haha,Neutral.,neutral
742,I would really appreciate if you could answer this question,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,Neutral.,neutral
743,I would really appreciate if you could answer this question," ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",Negative,neutral
744,I would really appreciate if you could answer this question, How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,Neutral,positive
745,I would really appreciate if you could answer this question, oh dear.. u serious? so how does one prevent bites??  I`m so itchy its distracting while editing.. *sigh*,Neutral,negative
746,I would really appreciate if you could answer this question, 'They' being the husband or the girl?,Neutral,neutral
747,I would really appreciate if you could answer this question,just got up and updated my ipod,Positive,neutral
748,I would really appreciate if you could answer this question, There!,Neutral,neutral
749,I would really appreciate if you could answer this question, no,Neutral,neutral
750,I would really appreciate if you could answer this question,Work in that heat is horrible !,Negative,negative
751,I would really appreciate if you could answer this question, Cuz you play a grown up on Twitter?,Neutral,neutral
752,I would really appreciate if you could answer this question,_nesmith,Neutral,neutral
753,I would really appreciate if you could answer this question, Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol,Negative,negative
754,I would really appreciate if you could answer this question,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,Neutral,neutral
755,I would really appreciate if you could answer this question,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",Neutral,negative
756,I would really appreciate if you could answer this question,okay okay sleep for realz now! Goodnight!  ::waves to followers::,Positive,positive
757,I would really appreciate if you could answer this question," yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",Neutral,neutral
758,I would really appreciate if you could answer this question, I feel your pain. Mine is the same way,Neutral,negative
759,I would really appreciate if you could answer this question, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,Neutral,negative
760,I would really appreciate if you could answer this question,Woo CAVS.  Happy Mother`s Day!,Positive,positive
761,I would really appreciate if you could answer this question, haha yes,Neutral,neutral
762,I would really appreciate if you could answer this question, great pics! You should try to start selling your race photos to runners,Positive,positive
763,I would really appreciate if you could answer this question,yeah.... and im gonna take ur picture off my ipod baby..,Neutral,neutral
764,I would really appreciate if you could answer this question,...  that was meeeaaannn. people make mistakes ok?! lol,Neutral,negative
765,I would really appreciate if you could answer this question,test test from the LG enV2,Neutral,neutral
766,I would really appreciate if you could answer this question, those splinters look very painful...but you were being very heroic saving mr. Pickle,Positive,negative
767,I would really appreciate if you could answer this question,PRD take a long time to review!,Negative,neutral
768,I would really appreciate if you could answer this question,"  We are of like minds this evening , my dear!",Positive,neutral
769,I would really appreciate if you could answer this question,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",Positive,positive
770,I would really appreciate if you could answer this question, i know!!,Neutral,neutral
771,I would really appreciate if you could answer this question,SEe waT I Mean bOuT FoLL0w fRiiDaYs... It`S cALLed LoSe f0LloWeRs FridAy... smH,Negative,neutral
772,I would really appreciate if you could answer this question,i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,Neutral,positive
773,I would really appreciate if you could answer this question,Washing The Dishes :S iTs So hard 2 be Me,Negative,negative
774,I would really appreciate if you could answer this question, I`m sorry to hear that.,Neutral,negative
775,I would really appreciate if you could answer this question,<---My expression watching this again: http://tinyurl.com/eqbwe,Neutral,neutral
776,I would really appreciate if you could answer this question," Certainly not Cheers than, huh?",Negative,neutral
777,I would really appreciate if you could answer this question,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",Negative,negative
778,I would really appreciate if you could answer this question,Just got confirmed that itÃ¯Â¿Â½s pizza-time with some ex co-workers on friday...looking forward to it,Positive,positive
779,I would really appreciate if you could answer this question, *phew*  Will make a note in case anyone else runs into the same issueÃ¯Â¿Â½,Neutral,neutral
780,I would really appreciate if you could answer this question,Taking care of yucky stuff.,Neutral,negative
781,I would really appreciate if you could answer this question, very bad.,negative,negative
782,I would really appreciate if you could answer this question,Happy Mother`s Day to all the mommies,Positive,positive
783,I would really appreciate if you could answer this question,"These kids are terrible! If I was in Good Evans, I`d call Childline",Negative,negative
784,I would really appreciate if you could answer this question,My back hurts...really bad,Negative,negative
785,I would really appreciate if you could answer this question, NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,Negative,positive
786,I would really appreciate if you could answer this question,easties you can go there anytime,Positive,neutral
787,I would really appreciate if you could answer this question,I saw amazing heeels. But they were too big,Negative,neutral
788,I would really appreciate if you could answer this question,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",Positive,negative
789,I would really appreciate if you could answer this question,Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY,Positive,negative
790,I would really appreciate if you could answer this question,"Stupid jobs, idk what to do.",Neutral,negative
791,I would really appreciate if you could answer this question,My throat is killing me,Negative,negative
792,I would really appreciate if you could answer this question,  well hit me and we can see...it depends then,Neutral,neutral
793,I would really appreciate if you could answer this question,  hi mariah,Neutral,neutral
794,I would really appreciate if you could answer this question,"last weekday of doing nothing, school starts next week!!!",Neutral,neutral
795,I would really appreciate if you could answer this question,i dont feel very good,Negative,negative
796,I would really appreciate if you could answer this question,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",Neutral,neutral
797,I would really appreciate if you could answer this question," I was going to go on Sunday, but now I`ve got too much going on that weekend",Negative,neutral
798,I would really appreciate if you could answer this question,"Not smoking sucks sucks **** SUCKS, I want a cig",Negative,negative
799,I would really appreciate if you could answer this question,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,Neutral,neutral
800,I would really appreciate if you could answer this question,Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,Negative,negative
801,I would really appreciate if you could answer this question,"It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.",Negative,neutral
802,I would really appreciate if you could answer this question,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,Neutral,negative
803,I would really appreciate if you could answer this question,  why not now you made me sad I thought you`d be jumping for joy,Negative,neutral
804,I would really appreciate if you could answer this question," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",Positive,positive
805,I would really appreciate if you could answer this question,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",Positive,positive
806,I would really appreciate if you could answer this question, she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,Neutral,neutral
807,I would really appreciate if you could answer this question, it was amazing,Positive,positive
808,I would really appreciate if you could answer this question,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,Negative,negative
